respid,status,language,gender,age,province,license_mutualfunds,license_insurance,license_securities,educ,marital_status,children,scn1a_name,scn1a_apr,scn1a_mtr,scn1a_solicit,scn1a_answer,scn1b_name,scn1b_apr,scn1b_mtr,scn1b_solicit,scn1b_answer,scn2a_name,scn2a_bequest,scn2a_rate,scn2a_health,scn2a_solicit,scn2a_payout,scn2a_comp,scn2a_answer,scn2b_name,scn2b_bequest,scn2b_rate,scn2b_health,scn2b_solicit,scn2b_payout,scn2b_comp,scn2b_answer,scn3a_name,scn3a_borrow,scn3a_health,scn3a_rate,scn3a_solicit,scn3a_answer,scn3b_name,scn3b_borrow,scn3b_health,scn3b_rate,scn3b_solicit,scn3b_answer,scn4a_name,scn4a_mutfees,scn4a_segfees,scn4a_solicit,scn4a_answer,scn4b_name,scn4b_mutfees,scn4b_segfees,scn4b_solicit,scn4b_answer,employment,certification_qafp,certification_cfp,certification_plfin,certification_dk,certification_pnts,certification_cim,certification_cfa,certification_clu,certification_cpa,certification_tep,certification_pfp,certification_rfp,certification_rrc,certification_chs,certification_cpfintl,certification_epc,certification_other,license_prod_ul,license_prod_mf,license_prod_segfund,license_prod_annuities,license_prod_ltci,license_prod_ilgic,license_prod_etf,work_experience,Q16dk_7777777,Q16dk_8888888,service,compensation,comp_salaryonly,comp_salarybonus,comp_commissions,comp_aum,comp_ffa,comp_other,refer,patience,risk,emo_extra_enthu,emo_criti_quarrel,emo_depend_selfdis,emo_anxious_upset,emo_open_complex,emo_reser_quiet,emo_sympa_warm,emo_disorg_careless,emo_calm_stable,emo_convent_uncreative,state_bequest,state_inherithome,state_sellhome,state_debtnogood,state_qualitylife,state_investshares,state_optimfinpl,income,income_dk_pnts,income_gt60k,income_lt160k,income_gt90k,income_lt30k,fparea_ag,fparea_credit,fparea_intl,fparea_divorce,fparea_educ,fparea_groupben,fparea_estate,fparea_execomp,fparea_insur,fparea_invest,fparea_mortgage,fparea_disabil,fparea_privbank,fparea_respinvest,fparea_retplan,fparea_smallbus,fparea_succplan,fparea_taxplan,prod_own_ul,prod_own_mf,prod_own_segfund,prod_own_annuities,prod_own_ltci,prod_own_ilgic,prod_own_etf,prod_own_realestate,value_realestate,value_realestate_dkpnts,prod_spouse_ul,prod_spouse_mf,prod_spouse_segfund,prod_spouse_annuities,prod_spouse_ltci,prod_spouse_ilgic,prod_spouse_etf,prod_spouse_realestate,db_plan,rrsp_own,rrsp_balance,rrsp_share,tfsa_own,tfsa_balance,tfsa_share,grouplan_own,grouplan_balance,grouplan_share,dcplan_own,dcplan_balance,dcplan_share,otheracc_own,otheracc_balance,otheracc_share,accounts_pnts,debt_thresh1,debt_thresh2,debt,debt_dk_pnts,debt_gt1,debt_lt2,stockmkt_expectation,Q32dk_7777777,stockmkt_confidence,stockmkt_40p,stockmkt_30_40,stockmkt_20_30,stockmkt_10_20,stockmkt_0_10,stockmkt_m10_0,stockmkt_m20_m10,stockmkt_m30_m20,stockmkt_m40_m30,stockmkt_m40p,selfass,selfconf,credits,timestamp,sample,income_impute,debt_impute,time,reminder
100873,complete,French,Man,53,Quebec,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,Sally,2.5%,50%,No prompt,RRSP,Peter,5%,30%,UL prompt,TFSA,Suzie,alone and has no children,10%,excellent (above average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,Seg funds with PAYOUT,Paul,with his/her partner who is 10 years younger,6%,good (average),No prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Justin,1.5%,good (average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Isabelle,3.5%,excellent (above average),5%,No prompt,Invest in funds at expected RATE,Mike,1%,2%,No prompt,Index-Linked GIC,Kate,3%,3%,ETF prompt,ETF,Self-employed,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,17.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Frequently,Very patient,Above average fin risks for above-average returns,Agree strongly,Agree moderately,Agree strongly,Disagree strongly,Agree moderately,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,1,pnts,,,,no,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,,,yes,yes,yes,no,yes,no,no,no,no,no,,,no,,,no,,,no,,,no,,,1,100000,50000,,1,D/k pnts,,6.0,0,Very confident,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,It is about the same,"Yes, very much",,Tue Oct 19 09:55:01 UTC+0 2021,IQPF,100000.0,0.0,Oct 19,0
101761,complete,English,Man,60,Quebec,yes,yes,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,Monica,5%,50%,No prompt,RRSP,Peter,7.5%,30%,UL prompt,RRSP,Paul,with his/her partner who is 10 years younger,10%,good (average),No prompt,"14,000",Investment sale contributes to comp,Diversified MF with RATE and COMP,John,alone and has no children,4%,poor (below average),Mutual Funds prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Justin,1.5%,good (average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Joe,3.5%,excellent (above average),3%,No prompt,LTCI at cost NAME (280 or 210),Linda,3%,3%,ETF prompt,ETF,Mike,2%,4%,No prompt,ETF,Financial Planning Firm,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,28.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Very patient,Above average fin risks for above-average returns,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Agree moderately,Disagree a little,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,500000.0,0,,,,,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,3000000.0,0.0,no,yes,no,no,no,no,yes,yes,no,no,,,no,,,no,,,no,,,no,,,1,3000000,1500000,1000000.0,0,,,5.0,0,Very confident,0.0,0.0,1.0,10.0,84.0,5.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, I have some confidence",,Tue Oct 19 10:03:50 UTC+0 2021,IQPF,500000.0,1000000.0,Oct 19,0
100995,complete,French,Man,59,Quebec,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,Sally,2.5%,30%,UL prompt,TFSA,James,5%,50%,No prompt,RRSP,Suzie,with his/her partner who is 10 years younger,10%,good (average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",John,alone and has no children,6%,excellent (above average),No prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,3.5%,poor (below average),2%,Mortgage prompt,Payoff mortgage,Sophie,1.5%,excellent (above average),3%,No prompt,Invest in funds at expected RATE,Greg,3%,4%,ETF prompt,ETF,Kate,2%,2%,No prompt,ETF,Financial Planning Firm,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,33.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Above average fin risks for above-average returns,Agree strongly,Disagree a little,Agree strongly,Disagree moderately,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,300000.0,0,,,,,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,,,yes,yes,no,no,no,no,no,no,no,yes,200000.0,almost all,no,,,no,,,no,,,yes,1500000.0,almost all,0,100000,50000,200000.0,0,,,5.0,0,Not very confident,2.0,3.0,5.0,10.0,30.0,30.0,10.0,5.0,3.0,2.0,Don't know,"Yes, I have some confidence",,Tue Oct 19 10:12:33 UTC+0 2021,IQPF,300000.0,200000.0,Oct 19,0
101921,complete,French,Woman,47,Quebec,no,yes,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,James,2.5%,30%,UL prompt,TFSA,Monica,5%,50%,No prompt,RRSP,Suzie,with his/her partner who is 10 years younger,10%,good (average),No prompt,"14,000",Investment sale contributes to comp,Seg funds with PAYOUT,John,alone and has no children,4%,poor (below average),Mutual Funds prompt,"15,750",No prompt,Seg funds with PAYOUT,Justin,1.5%,good (average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Joe,2.5%,excellent (above average),5%,No prompt,Invest in funds at expected RATE,Mike,3%,2%,ETF prompt,ETF,Kate,1%,4%,No prompt,Index-Linked GIC,Financial Planning Firm,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,13.0,0,0,Fin. plan. (without implementation),Primarily fee for advice,no,no,no,no,yes,no,Occasionally,Patient,Above average fin risks for above-average returns,Disagree a little,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Disagree,Don't know,Disagree,Disagree,Don't know,Disagree,Strongly Disagree,65000.0,0,,,,,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,250000.0,0.0,no,yes,no,no,no,no,no,yes,no,no,,,no,,,no,,,no,,,no,,,1,250000,125000,,1,no,no,,1,Prefer not to say,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,It is better than average,Prefer not to say,,Tue Oct 19 10:08:58 UTC+0 2021,IQPF,65000.0,250000.0,Oct 19,0
100461,complete,French,Man,39,Quebec,yes,yes,yes,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,yes,Sally,2.5%,30%,UL prompt,RRSP,James,7.5%,50%,No prompt,RRSP,Paul,alone and has no children,4%,excellent (above average),No prompt,"15,750",No prompt,Diversified MF with RATE and COMP,Mary,with his/her partner who is 10 years younger,10%,good (average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,Diversified MF with RATE and COMP,Isabelle,3.5%,excellent (above average),5%,Mortgage prompt,Invest in funds at expected RATE,Justin,2.5%,good (average),2%,No prompt,Invest in funds at expected RATE,Kate,2%,3%,No prompt,Mutual Fund of MUTFEES,Linda,1%,2%,ETF prompt,Mutual Fund of MUTFEES,Financial Planning Firm,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,10.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Substantial fin risks for substantial returns,Disagree moderately,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Agree a little,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,150000.0,0,,,,,no,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,no,no,yes,100000.0,almost all,yes,30000.0,almost all,no,,,no,,,no,,,0,100000,50000,350000.0,0,,,6.0,0,Not at all confident,0.0,0.0,0.0,5.0,50.0,45.0,0.0,0.0,0.0,0.0,It is better than average,Don't know,,Tue Oct 19 10:03:53 UTC+0 2021,IQPF,150000.0,350000.0,Oct 19,0
100666,complete,French,Man,55,Quebec,yes,yes,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,Sally,5%,30%,No prompt,Repay debt,Monica,2.5%,50%,UL prompt,RRSP,Paul,alone and has no children,10%,excellent (above average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",John,with his/her partner who is 10 years younger,4%,good (average),No prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,3.5%,good (average),3%,Mortgage prompt,Invest in funds at expected RATE,Sophie,2.5%,excellent (above average),5%,No prompt,Invest in funds at expected RATE,Mike,1%,3%,No prompt,Mutual Fund of MUTFEES,Greg,3%,2%,ETF prompt,ETF,Financial Planning Firm,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,6.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Average fin risks for average returns,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree strongly,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Disagree moderately,Disagree,Don't know,Disagree,Agree,Agree,Disagree,Strongly Disagree,65000.0,0,,,,,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,1500000.0,0.0,yes,yes,no,no,no,no,no,yes,no,yes,500000.0,half,yes,100000.0,half,no,,,no,,,no,,,0,1500000,750000,30000.0,0,,,6.0,0,Somewhat confident,0.0,0.0,5.0,10.0,80.0,5.0,0.0,0.0,0.0,0.0,It is about the same,Don't know,,Tue Oct 19 10:08:01 UTC+0 2021,IQPF,65000.0,30000.0,Oct 19,0
102067,complete,French,Man,62,Quebec,yes,yes,no,University certificate or diploma below the bachelor's level,Married,yes,Sally,5%,50%,No prompt,RRSP,Peter,2.5%,30%,UL prompt,TFSA,Suzie,alone and has no children,6%,good (average),No prompt,"15,750",Investment sale contributes to comp,Diversified MF with RATE and COMP,Paul,with his/her partner who is 10 years younger,4%,excellent (above average),Mutual Funds prompt,"14,000",No prompt,Diversified MF with RATE and COMP,Isabelle,3.5%,excellent (above average),2%,No prompt,Invest in funds at expected RATE,Sophie,2.5%,good (average),3%,Mortgage prompt,Invest in funds at expected RATE,Kate,2%,3%,No prompt,Index-Linked GIC,Greg,1%,4%,ETF prompt,Index-Linked GIC,Self-employed,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,23.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Rarely,Very patient,Average fin risks for average returns,Disagree a little,Disagree strongly,Agree moderately,Disagree strongly,Disagree a little,Agree strongly,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree moderately,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,,1,yes,yes,yes,,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,,,yes,yes,yes,no,no,no,no,no,no,no,,,no,,,no,,,no,,,no,,,1,100000,50000,,1,yes,,,1,Don't know,2.0,5.0,10.0,20.0,20.0,20.0,10.0,5.0,6.0,2.0,Don't know,Don't know,,Tue Oct 19 10:44:15 UTC+0 2021,IQPF,150000.0,170000.0,Oct 19,0
100069,complete,French,Man,39,Quebec,yes,no,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,Sally,2.5%,30%,No prompt,TFSA,Monica,5%,50%,UL prompt,RRSP,John,alone and has no children,4%,poor (below average),No prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,with his/her partner who is 10 years younger,10%,excellent (above average),Mutual Funds prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,1.5%,excellent (above average),2%,No prompt,LTCI at cost NAME (280 or 210),Joe,3.5%,poor (below average),3%,Mortgage prompt,LTCI at cost NAME (280 or 210),Mike,2%,3%,ETF prompt,Index-Linked GIC,Linda,3%,4%,No prompt,Index-Linked GIC,Credit Union,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,5.0,0,0,Advice on investments,Salary plus bonus based on sales,no,yes,no,no,no,no,Occasionally,Patient,Average fin risks for average returns,Disagree a little,Disagree strongly,Agree strongly,Disagree moderately,Agree strongly,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Don't know,Don't know,Disagree,Disagree,Disagree,Disagree,Disagree,,1,pnts,,,,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,,,no,no,no,no,no,no,yes,no,yes,no,,,no,,,no,,,no,,,no,,,1,100000,50000,,1,D/k pnts,,5.0,0,Somewhat confident,0.0,0.0,0.0,10.0,60.0,20.0,10.0,0.0,0.0,0.0,It is about the same,"No, I have no confidence at all",,Tue Oct 19 10:24:36 UTC+0 2021,IQPF,150000.0,350000.0,Oct 19,0
102702,complete,French,Man,34,Quebec,yes,no,yes,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,yes,Peter,2.5%,50%,No prompt,RRSP,James,7.5%,30%,UL prompt,TFSA,Suzie,alone and has no children,10%,poor (below average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,Diversified MF with RATE and COMP,Paul,with his/her partner who is 10 years younger,6%,good (average),No prompt,"15,750",No prompt,Diversified MF with RATE and COMP,Justin,1.5%,excellent (above average),2%,Mortgage prompt,Invest in funds at expected RATE,Joe,2.5%,good (average),3%,No prompt,Invest in funds at expected RATE,Linda,1%,4%,ETF prompt,ETF,Greg,2%,3%,No prompt,ETF,Bank,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,9.0,0,0,Advice on investments,Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Above average fin risks for above-average returns,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,380000.0,0,,,,,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,1000000.0,0.0,no,yes,no,no,no,no,yes,no,no,yes,300000.0,almost all,yes,100000.0,almost all,no,,,no,,,yes,25000.0,zero,0,1000000,500000,500000.0,0,,,6.0,0,Somewhat confident,0.0,0.0,10.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, very much",,Tue Oct 19 10:26:49 UTC+0 2021,IQPF,380000.0,500000.0,Oct 19,0
102396,complete,French,Woman,41,Quebec,yes,no,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,no,Monica,2.5%,50%,No prompt,RRSP,Peter,5%,30%,UL prompt,Repay debt,Suzie,with his/her partner who is 10 years younger,4%,good (average),No prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,alone and has no children,6%,excellent (above average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,Diversified MF with RATE and COMP,Sophie,1.5%,good (average),2%,Mortgage prompt,Invest in funds at expected RATE,Justin,3.5%,poor (below average),3%,No prompt,Payoff mortgage,Greg,1%,2%,No prompt,Index-Linked GIC,Linda,2%,4%,ETF prompt,Index-Linked GIC,Bank,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,,0,1,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Frequently,Patient,Above average fin risks for above-average returns,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,1,pnts,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,,1.0,no,yes,no,no,no,no,yes,yes,no,no,,,no,,,no,,,no,,,no,,,1,500000,250000,,1,yes,,,1,Don't know,2.0,3.0,7.0,18.0,30.0,20.0,10.0,5.0,3.0,2.0,It is about the same,Don't know,,Tue Oct 19 11:30:09 UTC+0 2021,IQPF,115000.0,110000.0,Oct 19,0
100020,complete,French,Man,66,Quebec,yes,yes,no,University certificate or diploma below the bachelor's level,Married,yes,Monica,7.5%,50%,No prompt,RRSP,James,5%,30%,UL prompt,TFSA,Mary,with his/her partner who is 10 years younger,6%,poor (below average),No prompt,"15,750",Investment sale contributes to comp,Diversified MF with RATE and COMP,Paul,alone and has no children,10%,good (average),Mutual Funds prompt,"14,000",No prompt,Seg funds with PAYOUT,Joe,2.5%,good (average),5%,Mortgage prompt,Invest in funds at expected RATE,Justin,3.5%,excellent (above average),3%,No prompt,Invest in funds at expected RATE,Kate,2%,3%,ETF prompt,ETF,Mike,1%,2%,No prompt,ETF,Financial Planning Firm,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,44.0,0,0,Fin. plan. including implementation (sales),Salary plus bonus based on sales,no,yes,no,no,no,no,Occasionally,Very patient,Above average fin risks for above-average returns,Agree moderately,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Strongly Disagree,Disagree,Disagree,Don't know,Agree,Agree,Strongly Agree,426000.0,0,,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,,,yes,no,yes,no,no,no,no,no,no,yes,756000.0,almost all,yes,96000.0,almost all,yes,0.0,almost all,no,,,yes,76000.0,almost all,0,100000,50000,0.0,0,,,6.0,0,Extremely confident,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,It is better than average,"No, I have no confidence at all",,Tue Oct 19 10:55:48 UTC+0 2021,IQPF,426000.0,0.0,Oct 19,0
101837,complete,French,Man,60,Quebec,yes,yes,no,University certificate or diploma below the bachelor's level,Divorced,yes,Peter,5%,30%,UL prompt,Repay debt,Monica,7.5%,50%,No prompt,Repay debt,Suzie,alone and has no children,10%,poor (below average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,with his/her partner who is 10 years younger,4%,good (average),No prompt,"14,000",No prompt,Seg funds with PAYOUT,Sophie,3.5%,good (average),3%,No prompt,Payoff mortgage,Isabelle,2.5%,poor (below average),5%,Mortgage prompt,LTCI at cost NAME (280 or 210),Linda,1%,3%,No prompt,Mutual Fund of MUTFEES,Greg,3%,2%,ETF prompt,Seg. Funds of SEGFEES,Insurance Company,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,25.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Occasionally,Patient,Average fin risks for average returns,Disagree strongly,Disagree a little,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,200000.0,0,,,,,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,750000.0,0.0,,,,,,,,,no,yes,400000.0,almost all,yes,60000.0,almost all,yes,300000.0,almost all,no,,,no,,,0,750000,375000,0.0,0,,,8.0,0,Very confident,0.0,0.0,0.0,15.0,70.0,10.0,5.0,0.0,0.0,0.0,It is about the same,"No, I have no confidence at all",,Tue Oct 19 11:47:48 UTC+0 2021,IQPF,200000.0,0.0,Oct 19,0
101866,complete,French,Man,40,Quebec,yes,no,yes,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,James,5%,50%,No prompt,RRSP,Sally,2.5%,30%,UL prompt,TFSA,John,alone and has no children,4%,good (average),Mutual Funds prompt,"14,000",No prompt,Diversified MF with RATE and COMP,Mary,with his/her partner who is 10 years younger,6%,excellent (above average),No prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Joe,1.5%,poor (below average),3%,Mortgage prompt,LTCI at cost NAME (280 or 210),Sophie,3.5%,excellent (above average),5%,No prompt,Invest in funds at expected RATE,Kate,3%,2%,ETF prompt,Index-Linked GIC,Greg,1%,4%,No prompt,Index-Linked GIC,Bank,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,12.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Very patient,Above average fin risks for above-average returns,Agree strongly,Agree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree strongly,Agree strongly,Disagree moderately,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,160000.0,0,,,,,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,500000.0,0.0,no,yes,no,no,no,no,no,yes,no,yes,195000.0,almost all,yes,5000.0,almost all,no,,,no,,,no,,,0,500000,250000,375000.0,0,,,15.0,0,Somewhat confident,0.0,5.0,5.0,35.0,20.0,20.0,10.0,5.0,0.0,0.0,It is about the same,"Yes, I have some confidence",,Tue Oct 19 11:21:58 UTC+0 2021,IQPF,160000.0,375000.0,Oct 19,0
101607,complete,French,Man,57,Quebec,yes,no,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,no,Sally,7.5%,50%,UL prompt,Repay debt,James,2.5%,30%,No prompt,TFSA,Mary,alone and has no children,6%,good (average),Mutual Funds prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Suzie,with his/her partner who is 10 years younger,4%,excellent (above average),No prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,2.5%,excellent (above average),2%,No prompt,LTCI at cost NAME (280 or 210),Joe,1.5%,good (average),5%,Mortgage prompt,LTCI at cost NAME (280 or 210),Kate,1%,2%,No prompt,Mutual Fund of MUTFEES,Linda,2%,3%,ETF prompt,Mutual Fund of MUTFEES,Credit Union,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,20.0,0,0,Advice on investments,Salary plus bonus based on sales,no,yes,no,no,no,no,Frequently,Very patient,Average fin risks for average returns,Disagree strongly,Disagree moderately,Agree strongly,Disagree moderately,Agree strongly,Agree strongly,Agree moderately,Disagree strongly,Agree strongly,Agree moderately,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,105000.0,0,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,600000.0,0.0,no,no,no,no,no,no,no,yes,no,no,,,no,,,no,,,no,,,no,,,0,600000,300000,0.0,0,,,0.0,0,Somewhat confident,0.0,0.0,5.0,20.0,25.0,25.0,10.0,5.0,5.0,5.0,It is better than average,"Yes, I have some confidence",,Tue Oct 19 11:33:21 UTC+0 2021,IQPF,105000.0,0.0,Oct 19,0
